No.,설비속성ID,설비속성명,설비속성식별명,설비속성설명,속성그룹,속성구분,데이터유형,최대길이,소수점자리수,단위그룹,기본단위,필수속성,정렬순서,상세설비속성여부,사용여부
6496,16444,HYDROGEN_OTHER B,,HYDROGEN_OTHER B,INTEGRALLY GEARED COMPRESSOR (PROCESS),개별속성,문자,"1,000.0",0.0,,,N,16444,N,Y
6497,16445,HYDROGEN_OTHER C,,HYDROGEN_OTHER C,INTEGRALLY GEARED COMPRESSOR (PROCESS),개별속성,문자,"1,000.0",0.0,,,N,16445,N,Y
6498,16446,HYDROGEN_OTHER CONDITIONS A,,HYDROGEN_OTHER CONDITIONS A,ROTARY COMPRESSOR,개별속성,문자,"1,000.0",0.0,,,N,16446,N,Y
6499,16447,HYDROGEN_OTHER CONDITIONS B,,HYDROGEN_OTHER CONDITIONS B,ROTARY COMPRESSOR,개별속성,문자,"1,000.0",0.0,,,N,16447,N,Y
6500,16448,HYDROGEN_OTHER CONDITIONS C,,HYDROGEN_OTHER CONDITIONS C,ROTARY COMPRESSOR,개별속성,문자,"1,000.0",0.0,,,N,16448,N,Y
6501,16449,HYDROGEN_OTHER CONDITIONS D,,HYDROGEN_OTHER CONDITIONS D,ROTARY COMPRESSOR,개별속성,문자,"1,000.0",0.0,,,N,16449,N,Y
6502,16450,HYDROGEN_OTHER D,,HYDROGEN_OTHER D,INTEGRALLY GEARED COMPRESSOR (PROCESS),개별속성,문자,"1,000.0",0.0,,,N,16450,N,Y
6503,16451,HYDROGEN_OTHER E,,HYDROGEN_OTHER E,INTEGRALLY GEARED COMPRESSOR (PROCESS),개별속성,문자,"1,000.0",0.0,,,N,16451,N,Y
6504,16452,HYDROGEN_REMARKS,,HYDROGEN_REMARKS,ROTARY COMPRESSOR,개별속성,문자,"1,000.0",0.0,,,N,16452,N,Y
6505,16453,HYDROGEN_STARTING,,HYDROGEN_STARTING,GAS TURBINE,개별속성,숫자,18.0,5.0,,,N,16453,N,Y
6506,16454,HYDROSTATIC NON WITNESS,,HYDROSTATIC NON WITNESS,CENTRIFUGAL PUMP,개별속성,코드,"1,000.0",0.0,,,N,16454,N,Y
6507,16455,HYDROSTATIC OBSERVE,,HYDROSTATIC OBSERVE,CENTRIFUGAL PUMP,개별속성,코드,"1,000.0",0.0,,,N,16455,N,Y
6508,16456,HYDROSTATIC OBSERVED,,HYDROSTATIC OBSERVED,GAS TURBINE,개별속성,코드,"1,000.0",0.0,,,N,16456,N,Y
6509,16457,HYDROSTATIC REQUIRED,,HYDROSTATIC REQUIRED,ROTATING EQUIPMENT 공통,개별속성,코드,"1,000.0",0.0,,,N,16457,N,Y
6510,16458,HYDROSTATIC TEST PRESSURE,,HYDROSTATIC TEST PRESSURE,개별속성공통,개별속성,숫자,18.0,5.0,,,N,16458,N,Y
6511,16459,HYDROSTATIC TEST PRESSURE_EXHAUST CASING,,HYDROSTATIC TEST PRESSURE_EXHAUST CASING,SPECIAL PURPOSE STEAM TURBINE,개별속성,숫자,18.0,5.0,,,N,16459,N,Y
6512,16460,HYDROSTATIC TEST PRESSURE_GAS CYLINDER,,HYDROSTATIC TEST PRESSURE_GAS CYLINDER,RECIPROCATING PUMP,개별속성,숫자,18.0,5.0,,,N,16460,N,Y
6513,16461,HYDROSTATIC TEST PRESSURE_HA CASING,,HYDROSTATIC TEST PRESSURE_HA CASING,SPECIAL PURPOSE STEAM TURBINE,개별속성,숫자,18.0,5.0,,,N,16461,N,Y
6514,16462,HYDROSTATIC TEST PRESSURE_LIQUID CYLINDER,,HYDROSTATIC TEST PRESSURE_LIQUID CYLINDER,RECIPROCATING PUMP,개별속성,숫자,18.0,5.0,,,N,16462,N,Y
6515,16463,HYDROSTATIC TEST PRESSURE_MID CASING,,HYDROSTATIC TEST PRESSURE_MID CASING,SPECIAL PURPOSE STEAM TURBINE,개별속성,숫자,18.0,5.0,,,N,16463,N,Y
6516,16464,HYDROSTATIC TEST PRESSURE_OTHER CASING,,HYDROSTATIC TEST PRESSURE_OTHER CASING,SPECIAL PURPOSE STEAM TURBINE,개별속성,문자,"1,000.0",0.0,,,N,16464,N,Y
6517,16465,HYDROSTATIC TEST REQUIRED,,HYDROSTATIC TEST REQUIRED,COMPRESSOR 공통,개별속성,코드,"1,000.0",0.0,,,N,16465,N,Y
6518,16466,HYDROSTATIC TEST WITNESS REQUIRED,,HYDROSTATIC TEST WITNESS REQUIRED,INTEGRALLY GEARED COMPRESSOR (AIR),개별속성,코드,"1,000.0",0.0,,,N,16466,N,Y
6519,16467,HYDROSTATIC WITNESS,,HYDROSTATIC WITNESS,CENTRIFUGAL PUMP,개별속성,코드,"1,000.0",0.0,,,N,16467,N,Y
6520,16468,HYDROSTATIC WITNESSED,,HYDROSTATIC WITNESSED,GAS TURBINE,개별속성,코드,"1,000.0",0.0,,,N,16468,N,Y
6521,16469,HYDROSTATIC_NON-WITNESSED REQUIRED,,HYDROSTATIC_NON-WITNESSED REQUIRED,SEALLESS PUMP,개별속성,코드,"1,000.0",0.0,,,N,16469,N,Y
6522,16470,HYDROSTATIC_OBSERVE REQUIRED,,HYDROSTATIC_OBSERVE REQUIRED,INTEGRALLY GEARED COMPRESSOR (PROCESS),개별속성,코드,"1,000.0",0.0,,,N,16470,N,Y
6523,16471,HYDROSTATIC_OBSERVED,,HYDROSTATIC_OBSERVED,ROTARY COMPRESSOR,개별속성,코드,"1,000.0",0.0,,,N,16471,N,Y
6524,16472,HYDROSTATIC_OBSERVED REQUIRED,,HYDROSTATIC_OBSERVED REQUIRED,SEALLESS PUMP,개별속성,코드,"1,000.0",0.0,,,N,16472,N,Y
6525,16473,HYDROSTATIC_REQUIRED,,HYDROSTATIC_REQUIRED,ROTARY COMPRESSOR,개별속성,코드,"1,000.0",0.0,,,N,16473,N,Y
6526,16474,HYDROSTATIC_WITHNESS,,HYDROSTATIC_WITHNESS,ROTARY COMPRESSOR,개별속성,코드,"1,000.0",0.0,,,N,16474,N,Y
6527,16475,HYDROSTATIC_WITNESS REQUIRED,,HYDROSTATIC_WITNESS REQUIRED,INTEGRALLY GEARED COMPRESSOR (PROCESS),개별속성,코드,"1,000.0",0.0,,,N,16475,N,Y
6528,16476,HYDROSTATIC_WITNESSED REQUIRED,,HYDROSTATIC_WITNESSED REQUIRED,SEALLESS PUMP,개별속성,코드,"1,000.0",0.0,,,N,16476,N,Y
6529,16477,HYDROTEST PRESSURE,,HYDROTEST PRESSURE,CENTRIFUGAL PUMP,개별속성,숫자,18.0,5.0,,,N,16477,N,Y
6530,16478,HYDROTEST_OBSERVE REQUIRED,,HYDROTEST_OBSERVE REQUIRED,RECIPROCATING PUMP,개별속성,코드,"1,000.0",0.0,,,N,16478,N,Y
6531,16479,HYDROTEST_WITNESS REQUIRED,,HYDROTEST_WITNESS REQUIRED,RECIPROCATING PUMP,개별속성,코드,"1,000.0",0.0,,,N,16479,N,Y
6532,16480,HYSTERESIS AND MECHANICAL LOSSES,,HYSTERESIS AND MECHANICAL LOSSES,SEALLESS PUMP,개별속성,숫자,18.0,5.0,,,N,16480,N,Y
6533,16481,I-BEAM FLANGE WIDTH,,I-BEAM FLANGE WIDTH,TROLLEY,개별속성,숫자,18.0,5.0,,,N,16481,N,Y
6534,16482,I-BUTANE_ALTERNATE,,I-BUTANE_ALTERNATE,GAS TURBINE,개별속성,숫자,18.0,5.0,,,N,16482,N,Y
6535,16483,I-BUTANE_NORMAL,,I-BUTANE_NORMAL,ROTATING EQUIPMENT 공통,개별속성,숫자,18.0,5.0,,,N,16483,N,Y
6536,16484,I-BUTANE_OTHER A,,I-BUTANE_OTHER A,INTEGRALLY GEARED COMPRESSOR (PROCESS),개별속성,문자,"1,000.0",0.0,,,N,16484,N,Y
6537,16485,I-BUTANE_OTHER B,,I-BUTANE_OTHER B,INTEGRALLY GEARED COMPRESSOR (PROCESS),개별속성,문자,"1,000.0",0.0,,,N,16485,N,Y
6538,16486,I-BUTANE_OTHER C,,I-BUTANE_OTHER C,INTEGRALLY GEARED COMPRESSOR (PROCESS),개별속성,문자,"1,000.0",0.0,,,N,16486,N,Y
6539,16487,I-BUTANE_OTHER D,,I-BUTANE_OTHER D,INTEGRALLY GEARED COMPRESSOR (PROCESS),개별속성,문자,"1,000.0",0.0,,,N,16487,N,Y
6540,16488,I-BUTANE_OTHER E,,I-BUTANE_OTHER E,INTEGRALLY GEARED COMPRESSOR (PROCESS),개별속성,문자,"1,000.0",0.0,,,N,16488,N,Y
6541,16489,I-BUTANE_STARTING,,I-BUTANE_STARTING,GAS TURBINE,개별속성,숫자,18.0,5.0,,,N,16489,N,Y
6542,16490,I-PENTANE_ALTERNATE,,I-PENTANE_ALTERNATE,GAS TURBINE,개별속성,숫자,18.0,5.0,,,N,16490,N,Y
6543,16491,I-PENTANE_NORMAL,,I-PENTANE_NORMAL,ROTATING EQUIPMENT 공통,개별속성,숫자,18.0,5.0,,,N,16491,N,Y
6544,16492,I-PENTANE_OTHER A,,I-PENTANE_OTHER A,INTEGRALLY GEARED COMPRESSOR (PROCESS),개별속성,문자,"1,000.0",0.0,,,N,16492,N,Y
6545,16493,I-PENTANE_OTHER B,,I-PENTANE_OTHER B,INTEGRALLY GEARED COMPRESSOR (PROCESS),개별속성,문자,"1,000.0",0.0,,,N,16493,N,Y
6546,16494,I-PENTANE_OTHER C,,I-PENTANE_OTHER C,INTEGRALLY GEARED COMPRESSOR (PROCESS),개별속성,문자,"1,000.0",0.0,,,N,16494,N,Y
6547,16495,I-PENTANE_OTHER D,,I-PENTANE_OTHER D,INTEGRALLY GEARED COMPRESSOR (PROCESS),개별속성,문자,"1,000.0",0.0,,,N,16495,N,Y
6548,16496,I-PENTANE_OTHER E,,I-PENTANE_OTHER E,INTEGRALLY GEARED COMPRESSOR (PROCESS),개별속성,문자,"1,000.0",0.0,,,N,16496,N,Y
6549,16497,I-PENTANE_STARTING,,I-PENTANE_STARTING,GAS TURBINE,개별속성,숫자,18.0,5.0,,,N,16497,N,Y
6550,16498,IAC WATER,,IAC WATER,GAS TURBINE,개별속성,문자,"1,000.0",0.0,,,N,16498,N,Y
6551,16499,IAC WATER_STEAM LEVEL,,IAC WATER_STEAM LEVEL,GAS TURBINE,개별속성,숫자,18.0,5.0,,,N,16499,N,Y
6552,16500,IAC WATER_STEAM MAXIMUM,,IAC WATER_STEAM MAXIMUM,GAS TURBINE,개별속성,숫자,18.0,5.0,,,N,16500,N,Y
6553,16501,IAC WATER_STEAM NORMAL,,IAC WATER_STEAM NORMAL,GAS TURBINE,개별속성,문자,"1,000.0",0.0,,,N,16501,N,Y
6554,16502,IAH STEAM_NORMAL,,IAH STEAM_NORMAL,GAS TURBINE,개별속성,문자,"1,000.0",0.0,,,N,16502,N,Y
6555,16503,IAH WATER,,IAH WATER,GAS TURBINE,개별속성,문자,"1,000.0",0.0,,,N,16503,N,Y
6556,16504,IAH WATER_STEAM LEVEL,,IAH WATER_STEAM LEVEL,GAS TURBINE,개별속성,숫자,18.0,5.0,,,N,16504,N,Y
6557,16505,IAH WATER_STEAM MAXIMUM,,IAH WATER_STEAM MAXIMUM,GAS TURBINE,개별속성,숫자,18.0,5.0,,,N,16505,N,Y
6558,16506,IF DESIGN REQUIRED'S DISASSEMBLY OF PINION FOR BEARING INSPECTION_FORGO BEARING INSPECTION BASED ON TEST DATA; OR,,IF DESIGN REQUIRED'S DISASSEMBLY OF PINION FOR BEARING INSPECTION_FORGO BEARING INSPECTION BASED ON TEST DATA; OR,INTEGRALLY GEARED COMPRESSOR (AIR),개별속성,코드,"1,000.0",0.0,,,N,16506,N,Y
6559,16507,IF DESIGN REQUIRED'S DISASSEMBLY OF PINION FOR BEARING INSPECTION_INSPECT BEARING AND RETEST,,IF DESIGN REQUIRED'S DISASSEMBLY OF PINION FOR BEARING INSPECTION_INSPECT BEARING AND RETEST,INTEGRALLY GEARED COMPRESSOR (AIR),개별속성,코드,"1,000.0",0.0,,,N,16507,N,Y
6560,16508,"IF FLUID LEVEL OR TANK PRESSURE DROPS TOO LOW, SYSTEM AUTOMATICALLY STOP THE PUMP Y/N REQUIRED",,"IF FLUID LEVEL OR TANK PRESSURE DROPS TOO LOW, SYSTEM AUTOMATICALLY STOP THE PUMP Y/N REQUIRED",SEALLESS PUMP,개별속성,숫자,18.0,5.0,,,N,16508,N,Y
6561,16509,"IF FLUID LEVEL OR TANK PRESSURE DROPS TOO LOW, THE PUMP RUN DRY IN NORMAL OPERATION Y/N REQUIRED",,"IF FLUID LEVEL OR TANK PRESSURE DROPS TOO LOW, THE PUMP RUN DRY IN NORMAL OPERATION Y/N REQUIRED",SEALLESS PUMP,개별속성,숫자,18.0,5.0,,,N,16509,N,Y
6562,16510,ILLUMINATOR,,ILLUMINATOR,SIGHT GLASS,개별속성,문자,"1,000.0",0.0,,,N,16510,N,Y
6563,16511,IMMERSION TEST_REQUIRED,,IMMERSION TEST_REQUIRED,ROTARY COMPRESSOR,개별속성,코드,"1,000.0",0.0,,,N,16511,N,Y
6564,16512,IMMERSION TEST_WITHNESS,,IMMERSION TEST_WITHNESS,ROTARY COMPRESSOR,개별속성,코드,"1,000.0",0.0,,,N,16512,N,Y
6565,16513,IMPELLER COLLETS ACCEPTABLE,,IMPELLER COLLETS ACCEPTABLE,CENTRIFUGAL PUMP,개별속성,코드,"1,000.0",0.0,,,N,16513,N,Y
6566,16514,IMPELLER DIAMETER,,IMPELLER DIAMETER,MIXER AND AGITATOR,개별속성,숫자,18.0,5.0,,,N,16514,N,Y
6567,16515,IMPELLER DIAMETER MAXIMUM,,IMPELLER DIAMETER MAXIMUM,CENTRIFUGAL PUMP,개별속성,숫자,18.0,5.0,,,N,16515,N,Y
6568,16516,IMPELLER DIAMETER MINIMUM,,IMPELLER DIAMETER MINIMUM,CENTRIFUGAL PUMP,개별속성,숫자,18.0,5.0,,,N,16516,N,Y
6569,16517,IMPELLER DIAMETER RATED,,IMPELLER DIAMETER RATED,CENTRIFUGAL PUMP,개별속성,숫자,18.0,5.0,,,N,16517,N,Y
6570,16518,IMPELLER DIAMETER_MINIMUM,,IMPELLER DIAMETER_MINIMUM,SEALLESS PUMP,개별속성,숫자,18.0,5.0,,,N,16518,N,Y
6571,16519,IMPELLER DIAMETER_STAGE 1,,IMPELLER DIAMETER_STAGE 1,INTEGRALLY GEARED COMPRESSOR (PROCESS),개별속성,숫자,18.0,5.0,,,N,16519,N,Y
6572,16520,IMPELLER DIAMETER_STAGE 2,,IMPELLER DIAMETER_STAGE 2,INTEGRALLY GEARED COMPRESSOR (PROCESS),개별속성,숫자,18.0,5.0,,,N,16520,N,Y
6573,16521,IMPELLER DIAMETER_STAGE 3,,IMPELLER DIAMETER_STAGE 3,INTEGRALLY GEARED COMPRESSOR (PROCESS),개별속성,숫자,18.0,5.0,,,N,16521,N,Y
6574,16522,IMPELLER DIAMETER_STAGE 4,,IMPELLER DIAMETER_STAGE 4,INTEGRALLY GEARED COMPRESSOR (PROCESS),개별속성,숫자,18.0,5.0,,,N,16522,N,Y
6575,16523,IMPELLER DIAMETER_STAGE 5,,IMPELLER DIAMETER_STAGE 5,INTEGRALLY GEARED COMPRESSOR (PROCESS),개별속성,숫자,18.0,5.0,,,N,16523,N,Y
6576,16524,IMPELLER DIAMETER_STAGE 6,,IMPELLER DIAMETER_STAGE 6,INTEGRALLY GEARED COMPRESSOR (PROCESS),개별속성,숫자,18.0,5.0,,,N,16524,N,Y
6577,16525,IMPELLER DIAMTER_MAXIMUM,,IMPELLER DIAMTER_MAXIMUM,SEALLESS PUMP,개별속성,숫자,18.0,5.0,,,N,16525,N,Y
6578,16526,IMPELLER DIAMTER_RATED,,IMPELLER DIAMTER_RATED,SEALLESS PUMP,개별속성,숫자,18.0,5.0,,,N,16526,N,Y
6579,16527,IMPELLER HARDNESS_STAGE 1,,IMPELLER HARDNESS_STAGE 1,INTEGRALLY GEARED COMPRESSOR (PROCESS),개별속성,숫자,18.0,5.0,,,N,16527,N,Y
6580,16528,IMPELLER HARDNESS_STAGE 2,,IMPELLER HARDNESS_STAGE 2,INTEGRALLY GEARED COMPRESSOR (PROCESS),개별속성,숫자,18.0,5.0,,,N,16528,N,Y
6581,16529,IMPELLER HARDNESS_STAGE 3,,IMPELLER HARDNESS_STAGE 3,INTEGRALLY GEARED COMPRESSOR (PROCESS),개별속성,숫자,18.0,5.0,,,N,16529,N,Y
6582,16530,IMPELLER HARDNESS_STAGE 4,,IMPELLER HARDNESS_STAGE 4,INTEGRALLY GEARED COMPRESSOR (PROCESS),개별속성,숫자,18.0,5.0,,,N,16530,N,Y
6583,16531,IMPELLER HARDNESS_STAGE 5,,IMPELLER HARDNESS_STAGE 5,INTEGRALLY GEARED COMPRESSOR (PROCESS),개별속성,숫자,18.0,5.0,,,N,16531,N,Y
6584,16532,IMPELLER HARDNESS_STAGE 6,,IMPELLER HARDNESS_STAGE 6,INTEGRALLY GEARED COMPRESSOR (PROCESS),개별속성,숫자,18.0,5.0,,,N,16532,N,Y
6585,16533,IMPELLER MATERIAL,,IMPELLER MATERIAL,ROTATING EQUIPMENT 공통,개별속성,문자,"1,000.0",0.0,,,N,16533,N,Y
6586,16534,IMPELLER MATERIALS,,IMPELLER MATERIALS,SEALLESS PUMP,개별속성,문자,"1,000.0",0.0,,,N,16534,N,Y
6587,16535,IMPELLER MATERIAL_STAGE 1,,IMPELLER MATERIAL_STAGE 1,INTEGRALLY GEARED COMPRESSOR (PROCESS),개별속성,문자,"1,000.0",0.0,,,N,16535,N,Y
6588,16536,IMPELLER MATERIAL_STAGE 2,,IMPELLER MATERIAL_STAGE 2,INTEGRALLY GEARED COMPRESSOR (PROCESS),개별속성,문자,"1,000.0",0.0,,,N,16536,N,Y
6589,16537,IMPELLER MATERIAL_STAGE 3,,IMPELLER MATERIAL_STAGE 3,INTEGRALLY GEARED COMPRESSOR (PROCESS),개별속성,문자,"1,000.0",0.0,,,N,16537,N,Y
6590,16538,IMPELLER MATERIAL_STAGE 4,,IMPELLER MATERIAL_STAGE 4,INTEGRALLY GEARED COMPRESSOR (PROCESS),개별속성,문자,"1,000.0",0.0,,,N,16538,N,Y
6591,16539,IMPELLER MATERIAL_STAGE 5,,IMPELLER MATERIAL_STAGE 5,INTEGRALLY GEARED COMPRESSOR (PROCESS),개별속성,문자,"1,000.0",0.0,,,N,16539,N,Y
6592,16540,IMPELLER MATERIAL_STAGE 6,,IMPELLER MATERIAL_STAGE 6,INTEGRALLY GEARED COMPRESSOR (PROCESS),개별속성,문자,"1,000.0",0.0,,,N,16540,N,Y
6593,16541,IMPELLER NUMBER OF BLADE,,IMPELLER NUMBER OF BLADE,MIXER AND AGITATOR,개별속성,문자,"1,000.0",0.0,,,N,16541,N,Y
6594,16542,IMPELLER NUMBER OF STAGE,,IMPELLER NUMBER OF STAGE,MIXER AND AGITATOR,개별속성,문자,"1,000.0",0.0,,,N,16542,N,Y
6595,16543,IMPELLER OVERSPEED REQUIRED,,IMPELLER OVERSPEED REQUIRED,INTEGRALLY GEARED COMPRESSOR (PROCESS),개별속성,코드,"1,000.0",0.0,,,N,16543,N,Y
6596,16544,IMPELLER OVERSPEED TEST REQUIRED,,IMPELLER OVERSPEED TEST REQUIRED,COMPRESSOR 공통,개별속성,코드,"1,000.0",0.0,,,N,16544,N,Y
6597,16545,IMPELLER OVERSPEED TEST WITNESS REQUIRED,,IMPELLER OVERSPEED TEST WITNESS REQUIRED,INTEGRALLY GEARED COMPRESSOR (AIR),개별속성,코드,"1,000.0",0.0,,,N,16545,N,Y
6598,16546,IMPELLER OVERSPEED_OBSERVE REQUIRED,,IMPELLER OVERSPEED_OBSERVE REQUIRED,INTEGRALLY GEARED COMPRESSOR (PROCESS),개별속성,코드,"1,000.0",0.0,,,N,16546,N,Y
6599,16547,IMPELLER OVERSPEED_WITNESS REQUIRED,,IMPELLER OVERSPEED_WITNESS REQUIRED,INTEGRALLY GEARED COMPRESSOR (PROCESS),개별속성,코드,"1,000.0",0.0,,,N,16547,N,Y
6600,16548,IMPELLER TYPE,,IMPELLER TYPE,MIXER AND AGITATOR,개별속성,문자,"1,000.0",0.0,,,N,16548,N,Y
6601,16549,IMPELLER WEAR RINGS MATERIAL,,IMPELLER WEAR RINGS MATERIAL,CENTRIFUGAL PUMP,개별속성,문자,"1,000.0",0.0,,,N,16549,N,Y
6602,16550,IMPELLERS INDIVIDUALLY SECURED REQUIRED,,IMPELLERS INDIVIDUALLY SECURED REQUIRED,CENTRIFUGAL PUMP,개별속성,코드,"1,000.0",0.0,,,N,16550,N,Y
6603,16551,IMPELLERS_DIAMETER,,IMPELLERS_DIAMETER,AXIAL AND CENTRIFUGAL COMPRESSOR,개별속성,숫자,18.0,5.0,,,N,16551,N,Y
6604,16552,IMPELLERS_FABRICATION TYPE,,IMPELLERS_FABRICATION TYPE,AXIAL AND CENTRIFUGAL COMPRESSOR,개별속성,문자,"1,000.0",0.0,,,N,16552,N,Y
6605,16553,IMPELLERS_MATERIAL,,IMPELLERS_MATERIAL,COMPRESSOR 공통,개별속성,문자,"1,000.0",0.0,,,N,16553,N,Y
6606,16554,IMPELLERS_MAXIMUM BRINNEL HARDNESS,,IMPELLERS_MAXIMUM BRINNEL HARDNESS,AXIAL AND CENTRIFUGAL COMPRESSOR,개별속성,숫자,18.0,5.0,,,N,16554,N,Y
6607,16555,IMPELLERS_MAXIMUM IMPELLER HEAD AT 100% SPEED,,IMPELLERS_MAXIMUM IMPELLER HEAD AT 100% SPEED,AXIAL AND CENTRIFUGAL COMPRESSOR,개별속성,숫자,18.0,5.0,,,N,16555,N,Y
6608,16556,IMPELLERS_MAXIMUM MACH NUMBER AT IMPELLER EYE,,IMPELLERS_MAXIMUM MACH NUMBER AT IMPELLER EYE,AXIAL AND CENTRIFUGAL COMPRESSOR,개별속성,숫자,18.0,5.0,,,N,16556,N,Y
6609,16557,IMPELLERS_MAXIMUM YIELD STRENGTH,,IMPELLERS_MAXIMUM YIELD STRENGTH,AXIAL AND CENTRIFUGAL COMPRESSOR,개별속성,숫자,18.0,5.0,,,N,16557,N,Y
6610,16558,IMPELLERS_METHOD OF ATTACH,,IMPELLERS_METHOD OF ATTACH,INTEGRALLY GEARED COMPRESSOR (AIR),개별속성,문자,"1,000.0",0.0,,,N,16558,N,Y
6611,16559,IMPELLERS_MINIMUM BRINNEL HARDNESS,,IMPELLERS_MINIMUM BRINNEL HARDNESS,AXIAL AND CENTRIFUGAL COMPRESSOR,개별속성,숫자,18.0,5.0,,,N,16559,N,Y
6612,16560,IMPELLERS_NUMBER,,IMPELLERS_NUMBER,AXIAL AND CENTRIFUGAL COMPRESSOR,개별속성,문자,"1,000.0",0.0,,,N,16560,N,Y
6613,16561,IMPELLERS_NUMBER OF IMPELLERS,,IMPELLERS_NUMBER OF IMPELLERS,INTEGRALLY GEARED COMPRESSOR (AIR),개별속성,문자,"1,000.0",0.0,,,N,16561,N,Y
6614,16562,IMPELLERS_NUMBER OF VANES IN EACH IMPELLER,,IMPELLERS_NUMBER OF VANES IN EACH IMPELLER,AXIAL AND CENTRIFUGAL COMPRESSOR,개별속성,문자,"1,000.0",0.0,,,N,16562,N,Y
6615,16563,IMPELLERS_ROTATION VIEWED FROM INPUT SHAFT END_CLOCKWISE REQUIRED,,IMPELLERS_ROTATION VIEWED FROM INPUT SHAFT END_CLOCKWISE REQUIRED,INTEGRALLY GEARED COMPRESSOR (AIR),개별속성,코드,"1,000.0",0.0,,,N,16563,N,Y
6616,16564,IMPELLERS_ROTATION VIEWED FROM INPUT SHAFT END_COUNTER CLOCKWISE REQUIRED,,IMPELLERS_ROTATION VIEWED FROM INPUT SHAFT END_COUNTER CLOCKWISE REQUIRED,INTEGRALLY GEARED COMPRESSOR (AIR),개별속성,코드,"1,000.0",0.0,,,N,16564,N,Y
6617,16565,IMPELLERS_SMALLEST TIP INTERNAL WIDTH,,IMPELLERS_SMALLEST TIP INTERNAL WIDTH,AXIAL AND CENTRIFUGAL COMPRESSOR,개별속성,숫자,18.0,5.0,,,N,16565,N,Y
6618,16566,IMPELLERS_TYPE,,IMPELLERS_TYPE,COMPRESSOR 공통,개별속성,문자,"1,000.0",0.0,,,N,16566,N,Y
6619,16567,IMPELLERS_TYPE CONSTRUCTION,,IMPELLERS_TYPE CONSTRUCTION,INTEGRALLY GEARED COMPRESSOR (AIR),개별속성,문자,"1,000.0",0.0,,,N,16567,N,Y
6620,16568,IMPELLERS_TYPE CONTRUSCTION 중복?,,IMPELLERS_TYPE CONTRUSCTION 중복?,INTEGRALLY GEARED COMPRESSOR (AIR),개별속성,문자,"1,000.0",0.0,,,N,16568,N,Y
6621,16569,IMPELLER_MAXIMUM IMPELLER HEAD_STAGE 1,,IMPELLER_MAXIMUM IMPELLER HEAD_STAGE 1,INTEGRALLY GEARED COMPRESSOR (PROCESS),개별속성,숫자,18.0,5.0,,,N,16569,N,Y
6622,16570,IMPELLER_MAXIMUM IMPELLER HEAD_STAGE 2,,IMPELLER_MAXIMUM IMPELLER HEAD_STAGE 2,INTEGRALLY GEARED COMPRESSOR (PROCESS),개별속성,숫자,18.0,5.0,,,N,16570,N,Y
6623,16571,IMPELLER_MAXIMUM IMPELLER HEAD_STAGE 3,,IMPELLER_MAXIMUM IMPELLER HEAD_STAGE 3,INTEGRALLY GEARED COMPRESSOR (PROCESS),개별속성,숫자,18.0,5.0,,,N,16571,N,Y
6624,16572,IMPELLER_MAXIMUM IMPELLER HEAD_STAGE 4,,IMPELLER_MAXIMUM IMPELLER HEAD_STAGE 4,INTEGRALLY GEARED COMPRESSOR (PROCESS),개별속성,숫자,18.0,5.0,,,N,16572,N,Y
6625,16573,IMPELLER_MAXIMUM IMPELLER HEAD_STAGE 5,,IMPELLER_MAXIMUM IMPELLER HEAD_STAGE 5,INTEGRALLY GEARED COMPRESSOR (PROCESS),개별속성,숫자,18.0,5.0,,,N,16573,N,Y
6626,16574,IMPELLER_MAXIMUM IMPELLER HEAD_STAGE 6,,IMPELLER_MAXIMUM IMPELLER HEAD_STAGE 6,INTEGRALLY GEARED COMPRESSOR (PROCESS),개별속성,숫자,18.0,5.0,,,N,16574,N,Y
6627,16575,IMPELLER_MAXIMUM IMPELLER TIP SPEED_STAGE 1,,IMPELLER_MAXIMUM IMPELLER TIP SPEED_STAGE 1,INTEGRALLY GEARED COMPRESSOR (PROCESS),개별속성,숫자,18.0,5.0,,,N,16575,N,Y
6628,16576,IMPELLER_MAXIMUM IMPELLER TIP SPEED_STAGE 2,,IMPELLER_MAXIMUM IMPELLER TIP SPEED_STAGE 2,INTEGRALLY GEARED COMPRESSOR (PROCESS),개별속성,숫자,18.0,5.0,,,N,16576,N,Y
6629,16577,IMPELLER_MAXIMUM IMPELLER TIP SPEED_STAGE 3,,IMPELLER_MAXIMUM IMPELLER TIP SPEED_STAGE 3,INTEGRALLY GEARED COMPRESSOR (PROCESS),개별속성,숫자,18.0,5.0,,,N,16577,N,Y
6630,16578,IMPELLER_MAXIMUM IMPELLER TIP SPEED_STAGE 4,,IMPELLER_MAXIMUM IMPELLER TIP SPEED_STAGE 4,INTEGRALLY GEARED COMPRESSOR (PROCESS),개별속성,숫자,18.0,5.0,,,N,16578,N,Y
6631,16579,IMPELLER_MAXIMUM IMPELLER TIP SPEED_STAGE 5,,IMPELLER_MAXIMUM IMPELLER TIP SPEED_STAGE 5,INTEGRALLY GEARED COMPRESSOR (PROCESS),개별속성,숫자,18.0,5.0,,,N,16579,N,Y
6632,16580,IMPELLER_MAXIMUM IMPELLER TIP SPEED_STAGE 6,,IMPELLER_MAXIMUM IMPELLER TIP SPEED_STAGE 6,INTEGRALLY GEARED COMPRESSOR (PROCESS),개별속성,숫자,18.0,5.0,,,N,16580,N,Y
